기간,자치구,합계,합계,합계,합계,승용차,승용차,승용차,승용차,승합차,승합차,승합차,승합차,화물차,화물차,화물차,화물차,특수차,특수차,특수차,특수차,이륜차,이륜차,이륜차
2017.02,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,13
2017.03,서울시,3095613,11259,2888504,195850,2612587,4048,2489902,118637,132674,3156,113136,16382,343082,3713,283319,56050,7270,342,2147,4781,450857,4617,446240
2017.03,종로구,49416,3617,44181,1618,39677,1727,37476,474,4001,1439,2236,326,5558,366,4442,750,180,85,27,68,13359,323,13036
2017.03,중구,51238,991,46384,3863,40069,245,38153,1671,3585,550,2637,398,7410,181,5531,1698,174,15,63,96,14797,239,14558
2017.03,용산구,75652,346,73090,2216,65317,133,64062,1122,2885,50,2771,64,7314,152,6175,987,136,11,82,43,16279,207,16072
2017.03,성동구,100826,282,91268,9276,85505,90,78471,6944,3830,39,3198,593,11302,143,9535,1624,189,10,64,115,20475,121,20354
2017.03,광진구,97350,276,91482,5592,81254,72,78104,3078,4370,45,3621,704,11467,152,9737,1578,259,7,20,232,18500,203,18297
2017.03,동대문구,97412,278,91431,5703,79096,83,75960,3053,4439,59,4172,208,13708,126,11251,2331,169,10,48,111,24065,234,23831
2017.03,중랑구,112422,193,102607,9622,90758,42,84647,6069,5500,34,4926,540,15778,101,12970,2707,386,16,64,306,24283,102,24181
2017.03,성북구,116902,226,111204,5472,99390,68,96681,2641,5940,28,4798,1114,11454,120,9694,1640,118,10,31,77,26171,170,26001
2017.03,강북구,77222,276,72142,4804,63219,82,60364,2773,4434,50,3636,748,9433,127,8105,1201,136,17,37,82,21889,75,21814
2017.03,도봉구,97040,230,89157,7653,81620,60,76201,5359,4305,39,3833,433,10917,125,9077,1715,198,6,46,146,14655,156,14499
2017.03,노원구,155993,251,146194,9548,134958,53,128644,6261,6640,47,5624,969,14079,142,11874,2063,316,9,52,255,15171,68,15103
2017.03,은평구,128015,230,120905,6880,107909,67,103834,4008,5985,34,5168,783,13884,120,11850,1914,237,9,53,175,21030,109,20921
2017.03,서대문구,84980,428,79218,5334,72160,174,69068,2918,3790,87,3322,381,8784,157,6782,1845,246,10,46,190,14970,168,14802
2017.03,마포구,117024,304,109382,7338,99046,80,94889,4077,4919,52,4151,716,12842,154,10253,2435,217,18,89,110,17283,177,17106
2017.03,양천구,150325,307,141221,8797,127761,116,122739,4906,5944,52,5033,859,16106,131,13345,2630,514,8,104,402,18099,136,17963
2017.03,강서구,197578,293,182109,15176,167270,87,156541,10642,8441,40,6972,1429,21517,156,18484,2877,350,10,112,228,18544,164,18380
2017.03,구로구,141306,255,129760,11291,116166,67,108421,7678,6987,50,6215,722,17876,130,15013,2733,277,8,111,158,16313,214,16099
2017.03,금천구,85440,99,78329,7012,67034,25,62931,4078,4701,12,4199,490,13562,59,11149,2354,143,3,50,90,11717,45,11672
2017.03,영등포구,145462,322,135350,9790,117772,109,113311,4352,6159,41,5724,394,20425,159,15842,4424,1106,13,473,620,16634,185,16449
2017.03,동작구,104457,274,101415,2768,90923,75,89671,1177,3822,49,3655,118,9317,137,8001,1179,395,13,88,294,15114,196,14918
2017.03,관악구,122121,262,116124,5735,103398,64,99973,3361,5406,35,5079,292,13079,152,11030,1897,238,11,42,185,24693,294,24399
2017.03,서초구,179957,595,169113,10249,156192,255,151802,4135,5834,157,4859,818,17585,169,12296,5120,346,14,156,176,14406,283,14123
2017.03,강남구,243957,351,223686,19920,215901,118,199397,16386,7273,45,6139,1089,20439,172,17997,2270,344,16,153,175,16908,352,16556
2017.03,송파구,224874,336,212742,11796,193297,90,187170,6037,7981,85,6290,1606,23286,153,19196,3937,310,8,86,216,18844,240,18604
2017.03,강동구,138644,237,130010,8397,116895,66,111392,5437,5503,37,4878,588,15960,129,13690,2141,286,5,50,231,16645,156,16489
2017.03,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,13
2017.04,서울시,3099256,11343,2891549,196364,2616911,4088,2493591,119232,132080,3150,112598,16332,342963,3763,283201,55999,7302,342,2159,4801,451125,4619,446506
2017.04,종로구,49749,3634,44511,1604,39951,1738,37742,471,4004,1440,2237,327,5616,371,4503,742,178,85,29,64,13344,327,13017
2017.04,중구,50885,991,46064,3830,39864,245,37984,1635,3562,549,2619,394,7282,182,5400,1700,177,15,61,101,14789,238,14551
2017.04,용산구,75457,345,72897,2215,65149,132,63903,1114,2878,50,2762,66,7296,152,6152,992,134,11,80,43,16199,199,16000
2017.04,성동구,101683,288,91600,9795,86409,91,78833,7485,3810,40,3184,586,11276,147,9520,1609,188,10,63,115,20520,121,20399
2017.04,광진구,97398,277,91569,5552,81338,72,78223,3043,4360,45,3613,702,11434,153,9710,1571,266,7,23,236,18550,201,18349
2017.04,동대문구,97535,276,91592,5667,79219,82,76122,3015,4429,57,4163,209,13718,127,11259,2332,169,10,48,111,24097,234,23863
2017.04,중랑구,112462,202,102649,9611,90859,42,84752,6065,5488,34,4912,542,15733,110,12920,2703,382,16,65,301,24326,101,24225
2017.04,성북구,117066,234,111376,5456,99621,72,96914,2635,5900,28,4760,1112,11428,124,9669,1635,117,10,33,74,26186,168,26018
2017.04,강북구,77409,276,72338,4795,63391,83,60544,2764,4432,49,3637,746,9443,127,8123,1193,143,17,34,92,21914,75,21839
2017.04,도봉구,96989,233,89112,7644,81607,61,76191,5355,4278,39,3804,435,10906,127,9069,1710,198,6,48,144,14624,158,14466
2017.04,노원구,156224,248,146433,9543,135206,52,128898,6256,6620,47,5590,983,14087,140,11893,2054,311,9,52,250,15211,68,15143
2017.04,은평구,128036,245,120920,6871,108003,80,103914,4009,5974,34,5157,783,13821,122,11795,1904,238,9,54,175,20988,109,20879
2017.04,서대문구,85266,418,79493,5355,72402,167,69321,2914,3773,85,3304,384,8833,156,6821,1856,258,10,47,201,14974,167,14807
2017.04,마포구,117084,309,109434,7341,99118,80,94982,4056,4881,52,4106,723,12871,159,10260,2452,214,18,86,110,17308,180,17128
2017.04,양천구,150334,314,141326,8694,127830,117,122883,4830,5889,51,5009,829,16095,138,13329,2628,520,8,105,407,18140,135,18005
2017.04,강서구,198130,295,182579,15256,167847,88,157025,10734,8415,40,6949,1426,21515,157,18493,2865,353,10,112,231,18570,167,18403
2017.04,구로구,141789,258,129954,11577,116679,68,108624,7987,6970,51,6196,723,17868,131,15024,2713,272,8,110,154,16290,211,16079
2017.04,금천구,85615,100,78570,6945,67223,25,63175,4023,4691,12,4188,491,13551,60,11152,2339,150,3,55,92,11723,44,11679
2017.04,영등포구,145396,323,135349,9724,117667,111,113240,4316,6119,40,5686,393,20506,159,15948,4399,1104,13,475,616,16685,184,16501
2017.04,동작구,104589,286,101542,2761,91063,85,89800,1178,3828,49,3661,118,9304,139,7994,1171,394,13,87,294,15152,196,14956
2017.04,관악구,122153,267,116136,5750,103459,62,100036,3361,5392,35,5065,292,13062,159,10996,1907,240,11,39,190,24670,295,24375
2017.04,서초구,179644,595,168832,10217,155944,257,151598,4089,5769,156,4816,797,17587,168,12265,5154,344,14,153,177,14397,288,14109
2017.04,강남구,241188,354,220879,19955,216065,119,199529,16417,7206,45,6079,1082,17565,174,15111,2280,352,16,160,176,16924,356,16568
2017.04,송파구,228110,339,215961,11810,193657,90,187524,6043,7952,85,6263,1604,26192,156,22087,3949,309,8,87,214,18858,242,18616
2017.04,강동구,139065,236,130433,8396,117340,69,111834,5437,5460,37,4838,585,15974,125,13708,2141,291,5,53,233,16673,155,16518
2017.04,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,13
2017.05,서울시,3103357,11426,2895370,196561,2621670,4161,2497987,119522,131538,3152,112078,16308,342772,3769,283100,55903,7377,344,2205,4828,452029,4629,447400
2017.05,종로구,49928,3651,44672,1605,40102,1745,37888,469,4000,1442,2232,326,5645,376,4522,747,181,88,30,63,13395,333,13062
2017.05,중구,50888,990,46102,3796,39852,245,38009,1598,3551,548,2617,386,7298,182,5410,1706,187,15,66,106,14819,248,14571
2017.05,용산구,75440,349,72860,2231,65128,134,63880,1114,2879,52,2760,67,7298,152,6139,1007,135,11,81,43,16224,198,16026
2017.05,성동구,101494,284,91820,9390,86256,93,79037,7126,3760,38,3177,545,11291,143,9544,1604,187,10,62,115,20622,120,20502
2017.05,광진구,97387,282,91565,5540,81334,77,78262,2995,4350,45,3605,700,11437,153,9674,1610,266,7,24,235,18575,201,18374
2017.05,동대문구,97640,286,91631,5723,79377,95,76215,3067,4410,55,4139,216,13682,126,11227,2329,171,10,50,111,24173,232,23941
2017.05,중랑구,112719,195,102920,9604,91152,44,85047,6061,5457,34,4878,545,15724,101,12925,2698,386,16,70,300,24390,99,24291
2017.05,성북구,117167,239,111481,5447,99761,76,97058,2627,5856,28,4717,1111,11429,125,9671,1633,121,10,35,76,26273,168,26105
2017.05,강북구,77497,279,72424,4794,63505,80,60658,2767,4418,49,3624,745,9431,133,8108,1190,143,17,34,92,21926,75,21851
2017.05,도봉구,97122,241,89273,7608,81731,63,76345,5323,4259,39,3787,433,10934,133,9092,1709,198,6,49,143,14690,158,14532
2017.05,노원구,156241,258,146482,9501,135297,61,129023,6213,6572,47,5532,993,14058,141,11873,2044,314,9,54,251,15268,68,15200
2017.05,은평구,128040,245,120928,6867,108083,80,103985,4018,5931,34,5113,784,13787,122,11772,1893,239,9,58,172,20998,109,20889
2017.05,서대문구,85379,427,79609,5343,72544,175,69458,2911,3754,86,3280,388,8805,156,6823,1826,276,10,48,218,14999,167,14832
2017.05,마포구,117140,308,109581,7251,99251,82,95157,4012,4863,52,4090,721,12803,156,10244,2403,223,18,90,115,17353,180,17173
2017.05,양천구,150359,323,141304,8732,127914,120,122920,4874,5838,52,4959,827,16087,143,13319,2625,520,8,106,406,18176,135,18041
2017.05,강서구,198721,308,183113,15300,168487,101,157623,10763,8394,40,6922,1432,21482,157,18453,2872,358,10,115,233,18616,167,18449
2017.05,구로구,142548,258,130161,12129,117427,68,108835,8524,6967,50,6185,732,17879,132,15030,2717,275,8,111,156,16291,212,16079
2017.05,금천구,85778,102,78783,6893,67376,26,63382,3968,4694,12,4189,493,13558,61,11157,2340,150,3,55,92,11735,44,11691
2017.05,영등포구,145963,321,135898,9744,118066,109,113664,4293,6084,40,5667,377,20707,159,16092,4456,1106,13,475,618,16647,174,16473
2017.05,동작구,104699,286,101656,2757,91182,87,89916,1179,3831,48,3665,118,9291,138,7988,1165,395,13,87,295,15166,197,14969
2017.05,관악구,122301,271,116351,5679,103634,63,100276,3295,5377,38,5045,294,13049,159,10989,1901,241,11,41,189,24750,294,24456
2017.05,서초구,179492,596,168538,10358,155925,258,151423,4244,5715,157,4759,799,17507,168,12201,5138,345,13,155,177,14389,292,14097
2017.05,강남구,241346,354,220982,20010,216440,119,199663,16658,7170,45,6035,1090,17382,174,15119,2089,354,16,165,173,16965,359,16606
2017.05,송파구,228701,342,216440,11919,194130,92,188017,6021,7956,85,6266,1605,26305,157,22069,4079,310,8,88,214,18892,244,18648
2017.05,강동구,139367,231,130796,8340,117716,68,112246,5402,5452,36,4835,581,15903,122,13659,2122,296,5,56,235,16684,155,16529
2017.05,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,13
2017.06,서울시,3107935,11566,2899436,196933,2627009,4218,2502743,120048,130959,3189,111528,16242,342549,3814,282928,55807,7418,345,2237,4836,452818,4635,448183
2017.06,종로구,50049,3674,44798,1577,40373,1743,38178,452,3994,1469,2203,322,5500,374,4386,740,182,88,31,63,13350,341,13009
2017.06,중구,50771,999,46001,3771,39768,251,37933,1584,3517,548,2627,342,7295,185,5374,1736,191,15,67,109,14885,249,14636
2017.06,용산구,75290,358,72667,2265,64993,138,63725,1130,2868,52,2749,67,7294,157,6112,1025,135,11,81,43,16204,200,16004
2017.06,성동구,101951,278,92170,9503,86663,91,79323,7249,3760,35,3174,551,11341,142,9611,1588,187,10,62,115,20695,120,20575
2017.06,광진구,97578,285,91776,5517,81676,77,78513,3086,4304,46,3557,701,11333,155,9683,1495,265,7,23,235,18612,201,18411
2017.06,동대문구,97666,290,91668,5708,79429,99,76252,3078,4381,54,4123,204,13679,127,11237,2315,177,10,56,111,24266,227,24039
2017.06,중랑구,113164,197,103383,9584,91610,44,85512,6054,5442,34,4863,545,15723,103,12936,2684,389,16,72,301,24413,99,24314
2017.06,성북구,117262,263,111566,5433,99902,94,97187,2621,5814,33,4670,1111,11424,126,9671,1627,122,10,38,74,26323,168,26155
2017.06,강북구,77707,290,72617,4800,63676,83,60816,2777,4400,50,3607,743,9487,140,8158,1189,144,17,36,91,22026,75,21951
2017.06,도봉구,97308,239,89473,7596,81914,63,76542,5309,4250,38,3779,433,10941,132,9103,1706,203,6,49,148,14698,160,14538
2017.06,노원구,156092,259,146353,9480,135244,61,128959,6224,6530,46,5496,988,14005,143,11843,2019,313,9,55,249,15261,68,15193
2017.06,은평구,128089,241,120982,6866,108164,79,104055,4030,5898,33,5083,782,13788,120,11785,1883,239,9,59,171,21066,109,20957
2017.06,서대문구,85623,437,79846,5340,72788,177,69703,2908,3757,93,3281,383,8805,157,6814,1834,273,10,48,215,14981,167,14814
2017.06,마포구,117060,307,109727,7026,99441,82,95334,4025,4836,53,4050,733,12558,155,10253,2150,225,17,90,118,17396,179,17217
2017.06,양천구,150541,332,141494,8715,128162,123,123182,4857,5804,53,4924,827,16049,148,13279,2622,526,8,109,409,18214,136,18078
2017.06,강서구,199965,313,183967,15685,169413,99,158438,10876,8385,40,6883,1462,21812,164,18528,3120,355,10,118,227,18664,167,18497
2017.06,구로구,142647,256,130302,12089,117520,65,108955,8500,6947,50,6175,722,17902,133,15061,2708,278,8,111,159,16310,212,16098
2017.06,금천구,85837,104,78968,6765,67484,27,63588,3869,4671,12,4168,491,13540,62,11158,2320,142,3,54,85,11767,43,11724
2017.06,영등포구,146216,334,136126,9756,118249,111,113838,4300,6125,43,5693,389,20733,166,16119,4448,1109,14,476,619,16703,174,16529
2017.06,동작구,104783,295,101738,2750,91319,90,90054,1175,3804,48,3638,118,9262,143,7958,1161,398,14,88,296,15196,197,14999
2017.06,관악구,122330,280,116365,5685,103727,74,100341,3312,5357,36,5028,293,13001,159,10954,1888,245,11,42,192,24722,293,24429
2017.06,서초구,179481,597,168552,10332,155909,259,151467,4183,5687,155,4733,799,17541,170,12197,5174,344,13,155,176,14366,292,14074
2017.06,강남구,241811,361,221163,20287,217012,124,199909,16979,7085,46,5982,1057,17354,175,15101,2078,360,16,171,173,16992,359,16633
2017.06,송파구,229291,340,216841,12110,194782,92,188562,6128,7917,86,6236,1595,26279,154,21956,4169,313,8,87,218,18965,244,18721
2017.06,강동구,139423,237,130893,8293,117791,72,112377,5342,5426,36,4806,584,15903,124,13651,2128,303,5,59,239,16730,155,16575
2017.06,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,13
2017.07,서울시,3112120,11702,2902138,198280,2632029,4258,2506311,121460,130384,3249,110890,16245,342268,3834,282690,55744,7439,361,2247,4831,453281,4638,448643
2017.07,종로구,50307,3726,44998,1583,40600,1772,38370,458,4020,1480,2218,322,5502,386,4377,739,185,88,33,64,13368,348,13020
2017.07,중구,50756,1002,46029,3725,39762,250,37985,1527,3486,551,2597,338,7319,186,5380,1753,189,15,67,107,14887,249,14638
2017.07,용산구,75234,356,72603,2275,64973,135,63699,1139,2852,52,2733,67,7270,158,6087,1025,139,11,84,44,16205,202,16003
2017.07,성동구,102580,285,92311,9984,87290,92,79477,7721,3741,37,3147,557,11360,144,9624,1592,189,12,63,114,20754,120,20634
2017.07,광진구,97757,288,92023,5446,81930,77,78783,3070,4281,49,3543,689,11280,155,9672,1453,266,7,25,234,18658,201,18457
2017.07,동대문구,97734,299,91714,5721,79518,103,76306,3109,4378,56,4117,205,13660,129,11235,2296,178,11,56,111,24288,226,24062
2017.07,중랑구,113571,203,103760,9608,92005,45,85887,6073,5430,37,4842,551,15745,105,12960,2680,391,16,71,304,24354,100,24254
2017.07,성북구,117360,271,111740,5349,100000,94,97364,2542,5790,33,4643,1114,11444,133,9691,1620,126,11,42,73,26371,167,26204
2017.07,강북구,77691,292,72607,4792,63702,83,60851,2768,4384,52,3590,742,9459,139,8131,1189,146,18,35,93,21999,75,21924
2017.07,도봉구,97344,236,89547,7561,82013,72,76655,5286,4229,39,3756,434,10902,119,9085,1698,200,6,51,143,14729,160,14569
2017.07,노원구,156003,267,146203,9533,135219,62,128861,6296,6487,47,5452,988,13981,148,11835,1998,316,10,55,251,15248,68,15180
2017.07,은평구,128192,245,121087,6860,108330,81,104215,4034,5856,33,5045,778,13767,121,11771,1875,239,10,56,173,21044,106,20938
2017.07,서대문구,85739,420,79982,5337,72934,175,69850,2909,3734,96,3254,384,8801,139,6832,1830,270,10,46,214,14990,166,14824
2017.07,마포구,117149,321,109826,7002,99556,83,95463,4010,4807,55,4021,731,12561,164,10250,2147,225,19,92,114,17392,179,17213
2017.07,양천구,150632,329,141596,8707,128292,123,123336,4833,5777,55,4893,829,16034,143,13259,2632,529,8,108,413,18382,137,18245
2017.07,강서구,200210,320,184089,15801,169792,100,158705,10987,8302,41,6801,1460,21759,166,18464,3129,357,13,119,225,18694,165,18529
2017.07,구로구,143462,262,130475,12725,118323,63,109115,9145,6935,54,6156,725,17922,136,15089,2697,282,9,115,158,16313,212,16101
2017.07,금천구,85957,103,79104,6750,67632,27,63735,3870,4672,13,4165,494,13508,60,11146,2302,145,3,58,84,11745,43,11702
2017.07,영등포구,146508,337,136417,9754,118539,112,114128,4299,6109,45,5682,382,20760,166,16136,4458,1100,14,471,615,16693,178,16515
2017.07,동작구,105022,299,101882,2841,91538,89,90191,1258,3807,51,3636,120,9272,145,7967,1160,405,14,88,303,15204,197,15007
2017.07,관악구,122226,288,116348,5590,103689,76,100392,3221,5323,38,4994,291,12971,162,10921,1888,243,12,41,190,24710,291,24419
2017.07,서초구,179941,605,169006,10330,156354,258,151922,4174,5695,161,4729,805,17550,172,12202,5176,342,14,153,175,14586,292,14294
2017.07,강남구,241805,366,221101,20338,217022,125,199876,17021,7036,48,5925,1063,17380,177,15125,2078,367,16,175,176,16949,359,16590
2017.07,송파구,229765,341,217038,12386,195441,89,188959,6393,7866,88,6184,1594,26148,155,21809,4184,310,9,86,215,18998,242,18756
2017.07,강동구,139175,241,130652,8282,117575,72,112186,5317,5387,38,4767,582,15913,126,13642,2145,300,5,57,238,16707,155,16552
2017.07,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,13
2017.08,서울시,3113550,11780,2902546,199224,2634497,4289,2507762,122446,129771,3237,110276,16258,341818,3889,282249,55680,7464,365,2259,4840,453636,4636,449000
2017.08,종로구,50498,3731,45181,1586,40811,1785,38572,454,3992,1469,2200,323,5508,387,4376,745,187,90,33,64,13439,358,13081
2017.08,중구,50966,1004,46206,3756,39958,247,38160,1551,3491,551,2604,336,7323,191,5374,1758,194,15,68,111,14958,249,14709
2017.08,용산구,75339,359,72675,2305,65078,133,63791,1154,2846,52,2725,69,7277,163,6076,1038,138,11,83,44,16196,202,15994
2017.08,성동구,103210,311,92651,10248,87937,94,79857,7986,3721,44,3120,557,11359,157,9609,1593,193,16,65,112,20757,124,20633
2017.08,광진구,97937,270,92215,5452,82176,73,79029,3074,4259,42,3528,689,11237,149,9635,1453,265,6,23,236,18640,197,18443
2017.08,동대문구,97826,302,91758,5766,79704,106,76442,3156,4341,57,4076,208,13602,128,11182,2292,179,11,58,110,24323,226,24097
2017.08,중랑구,113835,203,104008,9624,92302,45,86160,6097,5419,37,4828,554,15726,105,12952,2669,388,16,68,304,24356,100,24256
2017.08,성북구,117423,271,111720,5432,100100,95,97401,2604,5821,33,4638,1150,11380,132,9642,1606,122,11,39,72,26418,167,26251
2017.08,강북구,77791,293,72718,4780,63791,82,60956,2753,4377,51,3584,742,9474,142,8142,1190,149,18,36,95,22048,75,21973
2017.08,도봉구,97412,244,89619,7549,82119,79,76763,5277,4204,39,3732,433,10890,120,9074,1696,199,6,50,143,14731,160,14571
2017.08,노원구,155718,267,146003,9448,135041,62,128760,6219,6455,47,5423,985,13906,148,11762,1996,316,10,58,248,15222,63,15159
2017.08,은평구,128353,242,121247,6864,108555,81,104434,4040,5834,32,5024,778,13722,119,11732,1871,242,10,57,175,21042,106,20936
2017.08,서대문구,85809,424,80057,5328,73022,175,69940,2907,3711,95,3230,386,8805,143,6842,1820,271,11,45,215,14980,165,14815
2017.08,마포구,116851,321,109796,6734,99395,84,95438,3873,4779,55,3998,726,12446,164,10265,2017,231,18,95,118,17449,179,17270
2017.08,양천구,150746,327,141686,8733,128383,123,123456,4804,5753,56,4868,829,16074,140,13251,2683,536,8,111,417,18503,135,18368
2017.08,강서구,200033,319,183811,15903,169644,100,158518,11026,8183,42,6731,1410,21842,164,18439,3239,364,13,123,228,18707,170,18537
2017.08,구로구,143900,264,130430,13206,118802,65,109112,9625,6946,54,6160,732,17868,136,15042,2690,284,9,116,159,16319,198,16121
2017.08,금천구,85934,103,79177,6654,67632,27,63834,3771,4668,13,4160,495,13492,60,11127,2305,142,3,56,83,11734,43,11691
2017.08,영등포구,146313,350,136213,9750,118383,121,113959,4303,6078,46,5653,379,20754,169,16128,4457,1098,14,473,611,16660,174,16486
2017.08,동작구,104953,305,101859,2789,91550,90,90204,1256,3771,51,3600,120,9227,150,7967,1110,405,14,88,303,15206,200,15006
2017.08,관악구,122259,300,116397,5562,103760,79,100475,3206,5299,40,4968,291,12960,169,10913,1878,240,12,41,187,24757,291,24466
2017.08,서초구,179666,602,168879,10185,156080,256,151799,4025,5673,160,4696,817,17572,172,12232,5168,341,14,152,175,14528,293,14235
2017.08,강남구,241904,375,220640,20889,217206,124,199539,17543,6996,48,5865,1083,17333,187,15057,2089,369,16,179,174,16895,363,16532
2017.08,송파구,230170,341,217432,12397,195870,90,189369,6411,7821,85,6148,1588,26170,158,21830,4182,309,8,85,216,19068,243,18825
2017.08,강동구,138704,252,130168,8284,117198,73,111794,5331,5333,38,4717,578,15871,136,13600,2135,302,5,57,240,16687,155,16532
2017.08,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,13
2017.09,서울시,3115764,11724,2904536,199504,2638236,4247,2511226,122763,129093,3260,109611,16222,340956,3859,281424,55673,7479,358,2275,4846,453873,4627,449246
2017.09,종로구,50571,3691,45286,1594,40892,1729,38703,460,3994,1499,2176,319,5497,375,4374,748,188,88,33,67,13432,358,13074
2017.09,중구,51184,1017,46404,3763,40170,260,38374,1536,3481,554,2593,334,7336,188,5367,1781,197,15,70,112,14956,250,14706
2017.09,용산구,75530,361,72911,2258,65322,135,64042,1145,2839,53,2718,68,7234,162,6069,1003,135,11,82,42,16237,203,16034
2017.09,성동구,102759,313,92884,9562,87505,95,80116,7294,3713,42,3107,564,11345,158,9595,1592,196,18,66,112,20844,124,20720
2017.09,광진구,98256,265,92462,5529,82509,72,79307,3130,4232,40,3492,700,11251,148,9640,1463,264,5,23,236,18663,197,18466
2017.09,동대문구,97643,302,91878,5463,79814,107,76612,3095,4307,57,4047,203,13346,128,11163,2055,176,10,56,110,24307,225,24082
2017.09,중랑구,114014,203,104130,9681,92533,46,86346,6141,5392,36,4800,556,15694,105,12914,2675,395,16,70,309,24412,100,24312
2017.09,성북구,117480,265,111752,5463,100187,92,97473,2622,5841,33,4638,1170,11330,131,9604,1595,122,9,37,76,26494,166,26328
2017.09,강북구,77905,291,72859,4755,63915,82,61098,2735,4346,51,3554,741,9496,139,8171,1186,148,19,36,93,22004,74,21930
2017.09,도봉구,97502,243,89742,7517,82230,78,76912,5240,4192,39,3718,435,10876,120,9058,1698,204,6,54,144,14752,160,14592
2017.09,노원구,155498,267,145811,9420,134911,63,128656,6192,6417,47,5385,985,13853,148,11710,1995,317,9,60,248,15198,62,15136
2017.09,은평구,128656,240,121557,6859,108865,81,104747,4037,5811,32,5000,779,13730,118,11748,1864,250,9,62,179,21049,104,20945
2017.09,서대문구,85938,421,80177,5340,73173,174,70080,2919,3698,96,3215,387,8790,140,6833,1817,277,11,49,217,15005,164,14841
2017.09,마포구,116753,329,109733,6691,99400,92,95467,3841,4747,54,3974,719,12374,165,10195,2014,232,18,97,117,17456,179,17277
2017.09,양천구,150835,324,141741,8770,128527,121,123558,4848,5702,56,4814,832,16079,139,13264,2676,527,8,105,414,18634,135,18499
2017.09,강서구,200673,318,184393,15962,170248,100,159060,11088,8118,42,6680,1396,21942,165,18527,3250,365,11,126,228,18736,169,18567
2017.09,구로구,144358,256,130435,13667,119382,65,109214,10103,6896,51,6123,722,17793,132,14976,2685,287,8,122,157,16313,198,16115
2017.09,금천구,86079,103,79345,6631,67798,27,64014,3757,4654,13,4149,492,13487,60,11128,2299,140,3,54,83,11730,43,11687
2017.09,영등포구,145798,350,135733,9715,118442,118,114056,4268,6019,46,5616,357,20241,170,15591,4480,1096,16,470,610,16615,174,16441
2017.09,동작구,105039,300,101950,2789,91678,89,90328,1261,3740,51,3569,120,9214,147,7960,1107,407,13,93,301,15205,198,15007
2017.09,관악구,122319,300,116448,5571,103858,79,100562,3217,5274,40,4943,291,12948,170,10902,1876,239,11,41,187,24803,291,24512
2017.09,서초구,179680,584,168917,10179,156144,247,151894,4003,5619,153,4653,813,17577,171,12218,5188,340,13,152,175,14326,291,14035
2017.09,강남구,242248,380,220558,21310,217592,127,199486,17979,6963,49,5842,1072,17325,187,15052,2086,368,17,178,173,16881,364,16517
2017.09,송파구,230661,340,217841,12480,196428,88,189829,6511,7774,88,6106,1580,26149,156,21821,4172,310,8,85,217,19148,243,18905
2017.09,강동구,138385,261,129589,8535,116713,80,111292,5341,5324,38,4699,587,16049,137,13544,2368,299,6,54,239,16661,155,16506
2017.09,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,12
,,,,,,,,,,,,,,,,,,,,,,,,
